state,category,material,material_cost,labor_hours,state_labor_rate,labor_cost,complexity,quality,demand_level,demand_factor,total_cost,market_price,recommended_price
Karnataka,Clay/Terracotta Toy,Terracotta,134.56,5.4,82.49,445.45,3,4,Medium,1.0,580.01,969.84,887.55
Tamil Nadu,Pottery,Terracotta,194.56,2.4,63.8,153.12,3,2,High,1.1,347.68,600.97,557.78
Tamil Nadu,Home Decor,Clay,66.2,10.1,70.79,714.98,1,2,High,1.1,781.18,873.87,1003.11
Telangana,Textile Craft,Wool,226.3,7.6,59.9,455.24,5,2,Medium,1.0,681.54,874.15,911.19
Kerala,Clay/Terracotta Toy,Clay,62.76,3.6,71.07,255.85,5,1,High,1.1,318.61,389.65,423.11
West Bengal,Wooden Toy,Wood,326.84,9.3,59.55,553.82,5,1,High,1.1,880.65,1218.62,1310.14
Gujarat,Textile Craft,Silk,234.75,5.8,69.1,400.78,3,5,Low,0.9,635.53,849.0,823.39
Karnataka,Textile Craft,Wool,181.24,9.5,82.8,786.6,1,1,Very High,1.2,967.84,1203.49,1400.06
Odisha,Handmade Jewelry,Beads,144.59,3.9,74.86,291.95,4,4,Very High,1.2,436.54,678.57,745.02
Uttar Pradesh,Home Decor,Wood,109.51,4.3,58.21,250.3,5,1,High,1.1,359.81,564.2,575.44
Telangana,Pottery,Clay,166.09,2.1,52.58,110.42,4,1,Medium,1.0,276.51,346.57,350.51
West Bengal,Bamboo Craft,Bamboo,226.27,6.8,69.71,474.03,2,2,Low,0.9,700.3,815.78,833.99
Karnataka,Pottery,Terracotta,188.7,7.6,58.8,446.88,5,5,Low,0.9,635.58,798.51,823.03
Uttar Pradesh,Handmade Jewelry,Beads,164.06,5.3,72.48,384.14,1,3,Medium,1.0,548.2,870.89,801.07
Odisha,Pottery,Clay,145.56,7.7,48.91,376.61,4,3,Low,0.9,522.17,793.24,698.21
Uttar Pradesh,Pottery,Clay,175.29,7.1,66.29,470.66,3,2,Low,0.9,645.95,856.59,815.63
Odisha,Clay/Terracotta Toy,Clay,144.47,3.6,53.55,192.78,5,2,Very High,1.2,337.25,539.85,536.06
Gujarat,Wooden Toy,Wood,85.21,5.8,65.12,377.7,4,3,High,1.1,462.91,619.2,661.18
Telangana,Bamboo Toy,Cane,145.7,4.1,78.4,321.44,5,5,Very High,1.2,467.14,615.17,737.64
Odisha,Metal Craft,Brass,272.64,8.5,54.73,465.2,1,3,Low,0.9,737.85,1092.45,983.46
Uttar Pradesh,Wooden Toy,Bamboo,68.05,8.5,49.27,418.8,4,4,Medium,1.0,486.85,718.67,715.67
Rajasthan,Clay/Terracotta Toy,Clay,115.67,5.7,59.86,341.2,1,4,Medium,1.0,456.87,565.28,604.42
Rajasthan,Handmade Jewelry,Silver,528.99,11.0,46.52,511.72,1,1,Very High,1.2,1040.71,1299.47,1436.53
Tamil Nadu,Pottery,Terracotta,66.76,5.0,79.62,398.1,2,4,Medium,1.0,464.86,709.77,659.47
Rajasthan,Handmade Jewelry,Brass,728.37,11.7,62.72,733.82,3,5,Very High,1.2,1462.19,2292.37,2531.03
Karnataka,Textile Craft,Wool,327.95,10.9,78.16,851.94,2,3,Very High,1.2,1179.89,1464.98,1751.57
Karnataka,Metal Craft,Copper,754.32,10.0,79.64,796.4,3,4,Medium,1.0,1550.72,2022.68,2135.71
Andhra Pradesh,Pottery,Terracotta,196.34,7.1,50.49,358.48,3,5,Low,0.9,554.82,846.09,760.67
Telangana,Wood Craft,Bamboo,92.68,5.3,79.36,420.61,1,4,High,1.1,513.29,614.38,686.29
Gujarat,Clay/Terracotta Toy,Clay,80.16,7.3,82.66,603.42,4,4,Low,0.9,683.58,960.66,935.73
Rajasthan,Metal Craft,Iron,509.53,8.9,47.2,420.08,3,4,Very High,1.2,929.61,1370.26,1575.93
West Bengal,Clay/Terracotta Toy,Terracotta,205.82,3.5,59.49,208.22,3,1,High,1.1,414.03,435.4,500.92
Uttar Pradesh,Metal Craft,Copper,250.97,12.3,53.76,661.25,1,1,Medium,1.0,912.22,1199.22,1132.69
Kerala,Home Decor,Cotton,228.24,3.7,68.45,253.27,4,4,High,1.1,481.5,730.0,749.77
Kerala,Handmade Jewelry,Beads,257.9,9.1,73.19,666.03,4,1,Medium,1.0,923.93,1546.64,1409.31
West Bengal,Clay/Terracotta Toy,Clay,57.13,6.5,53.62,348.53,4,4,Medium,1.0,405.66,724.32,640.73
West Bengal,Handmade Jewelry,Brass,679.77,3.8,72.38,275.04,2,5,High,1.1,954.81,1781.88,1703.97
Uttar Pradesh,Home Decor,Clay,49.24,3.7,46.96,173.75,3,5,Medium,1.0,222.99,402.27,372.34
Tamil Nadu,Wooden Toy,Bamboo,247.01,6.3,57.12,359.86,4,5,Medium,1.0,606.87,869.86,907.93
Gujarat,Textile Craft,Wool,427.3,5.9,73.76,435.18,2,3,Very High,1.2,862.48,1240.52,1346.78
West Bengal,Handmade Jewelry,Copper,558.46,8.1,69.93,566.43,3,1,Very High,1.2,1124.89,2020.62,2053.85
Odisha,Handmade Jewelry,Brass,778.59,4.5,70.69,318.11,1,5,Medium,1.0,1096.7,1630.84,1604.34
West Bengal,Pottery,Clay,94.97,9.0,68.95,620.55,3,2,Low,0.9,715.52,804.24,822.85
Rajasthan,Handmade Jewelry,Brass,648.21,8.7,58.18,506.17,4,5,Medium,1.0,1154.38,2078.82,1933.81
West Bengal,Wooden Toy,Wood,131.84,9.0,65.92,593.28,1,1,Low,0.9,725.12,835.1,833.89
Kerala,Wood Craft,Bamboo,133.85,4.9,84.7,415.03,5,2,Medium,1.0,548.88,952.88,849.79
Tamil Nadu,Home Decor,Clay,133.25,5.1,79.07,403.26,3,5,High,1.1,536.51,783.63,813.12
West Bengal,Pottery,Terracotta,149.17,2.4,55.71,133.7,1,2,Medium,1.0,282.87,378.72,363.34
Gujarat,Clay/Terracotta Toy,Terracotta,164.93,4.6,61.25,281.75,4,5,High,1.1,446.68,615.47,676.29
Andhra Pradesh,Wooden Toy,Wood,285.81,9.1,67.14,610.97,1,3,Medium,1.0,896.78,1213.79,1115.66
Odisha,Bamboo Toy,Bamboo,146.69,7.2,55.2,397.44,3,3,Medium,1.0,544.13,660.72,710.07
Tamil Nadu,Textile Craft,Silk,530.38,8.1,70.01,567.08,5,5,Low,0.9,1097.46,1656.98,1567.53
Rajasthan,Wood Craft,Wood,216.07,7.7,61.81,475.94,2,2,High,1.1,692.01,1020.39,978.1
Andhra Pradesh,Clay/Terracotta Toy,Clay,157.95,2.0,76.2,152.4,2,1,High,1.1,310.35,373.19,424.37
Rajasthan,Wooden Toy,Bamboo,212.88,3.5,59.27,207.45,1,1,Low,0.9,420.33,551.18,514.77
Gujarat,Home Decor,Wood,221.65,10.5,78.61,825.4,4,4,Low,0.9,1047.06,1626.29,1534.38
Telangana,Home Decor,Bamboo,69.39,6.7,67.25,450.57,3,5,Very High,1.2,519.97,692.97,802.81
Telangana,Handmade Jewelry,Copper,780.02,4.7,55.2,259.44,5,4,Very High,1.2,1039.46,1738.91,1885.28
Kerala,Bamboo Craft,Bamboo,132.73,5.5,72.48,398.64,2,4,High,1.1,531.37,795.39,795.12
Kerala,Pottery,Clay,151.52,4.3,88.34,379.86,5,4,Very High,1.2,531.38,709.44,825.48
Tamil Nadu,Metal Craft,Iron,363.23,12.5,75.47,943.38,3,5,Medium,1.0,1306.61,1935.03,1994.89
Telangana,Home Decor,Cotton,191.92,9.1,75.14,683.77,5,2,Very High,1.2,875.69,1293.15,1397.76
Gujarat,Wooden Toy,Wood,169.0,4.4,61.06,268.66,4,1,High,1.1,437.66,480.28,553.73
Rajasthan,Home Decor,Cotton,191.2,3.5,54.82,191.87,2,2,Very High,1.2,383.07,494.35,588.28
Tamil Nadu,Bamboo Toy,Cane,176.51,3.5,80.5,281.75,2,5,Very High,1.2,458.26,716.77,711.37
Kerala,Metal Craft,Brass,552.26,7.0,69.02,483.14,5,4,Low,0.9,1035.4,1894.46,1581.71
Karnataka,Metal Craft,Iron,585.0,11.5,59.51,684.37,2,3,Very High,1.2,1269.37,1978.18,2008.7
Tamil Nadu,Bamboo Craft,Cane,76.54,7.7,71.37,549.55,4,3,Very High,1.2,626.09,757.83,927.38
Tamil Nadu,Wooden Toy,Wood,371.41,2.2,80.29,176.64,2,4,Low,0.9,548.05,669.44,654.78
Karnataka,Wooden Toy,Bamboo,130.73,5.0,61.12,305.6,3,5,High,1.1,436.33,493.9,576.45
Karnataka,Wooden Toy,Wood,128.08,9.4,68.9,647.66,4,4,Medium,1.0,775.74,1110.77,1088.4
Rajasthan,Handmade Jewelry,Beads,309.42,8.3,69.41,576.1,5,5,Low,0.9,885.52,1565.81,1438.98
Gujarat,Wood Craft,Bamboo,192.89,9.9,81.19,803.78,4,1,High,1.1,996.67,1787.53,1663.55
Telangana,Home Decor,Bamboo,104.99,8.3,51.01,423.38,1,3,High,1.1,528.37,900.62,840.21
Karnataka,Bamboo Craft,Cane,273.18,10.5,75.84,796.32,2,3,High,1.1,1069.5,1732.55,1630.97
West Bengal,Bamboo Craft,Bamboo,244.34,4.6,78.99,363.35,5,2,Medium,1.0,607.69,837.45,870.24
Kerala,Wood Craft,Bamboo,239.26,8.8,65.09,572.79,2,4,Very High,1.2,812.05,1316.37,1338.12
Tamil Nadu,Wood Craft,Bamboo,231.37,9.4,64.41,605.45,5,1,Very High,1.2,836.82,1160.39,1379.68
Andhra Pradesh,Handmade Jewelry,Brass,613.31,5.8,77.34,448.57,1,5,High,1.1,1061.88,1822.68,1767.65
Rajasthan,Wood Craft,Wood,376.08,11.9,63.16,751.6,4,5,High,1.1,1127.68,1883.19,1870.06
Gujarat,Bamboo Craft,Cane,62.71,7.7,76.92,592.28,5,1,High,1.1,654.99,1072.64,1056.3
Gujarat,Metal Craft,Copper,362.09,12.3,65.17,801.59,3,5,High,1.1,1163.68,2071.38,2026.9
Telangana,Pottery,Clay,106.39,3.7,66.54,246.2,4,5,Medium,1.0,352.59,587.9,537.44
Telangana,Wooden Toy,Bamboo,71.23,6.4,51.53,329.79,3,1,Medium,1.0,401.02,415.63,461.18
Telangana,Textile Craft,Wool,144.57,5.2,62.71,326.09,2,3,High,1.1,470.66,658.92,658.87
Odisha,Clay/Terracotta Toy,Terracotta,145.17,2.2,53.79,118.34,3,3,Low,0.9,263.51,340.21,336.5
Uttar Pradesh,Home Decor,Clay,88.4,13.5,47.22,637.47,4,2,Medium,1.0,725.87,948.51,1041.76
Andhra Pradesh,Wooden Toy,Bamboo,88.8,3.1,77.93,241.58,4,4,Medium,1.0,330.38,522.41,493.01
Andhra Pradesh,Bamboo Craft,Bamboo,124.14,7.2,52.0,374.4,2,3,Medium,1.0,498.54,645.19,657.64
Uttar Pradesh,Pottery,Terracotta,116.24,4.6,70.65,324.99,3,4,Medium,1.0,441.23,699.55,640.56
Kerala,Clay/Terracotta Toy,Clay,91.79,4.7,65.15,306.21,3,3,Medium,1.0,398.0,633.88,585.45
Uttar Pradesh,Pottery,Terracotta,184.38,6.2,52.06,322.77,4,2,High,1.1,507.15,739.98,739.51
Andhra Pradesh,Wood Craft,Wood,340.82,4.7,63.07,296.43,4,1,High,1.1,637.25,839.12,952.86
West Bengal,Wooden Toy,Wood,329.98,8.6,66.18,569.15,2,1,Medium,1.0,899.13,1258.09,1176.98
Andhra Pradesh,Clay/Terracotta Toy,Clay,143.6,2.3,73.24,168.45,1,1,Low,0.9,312.05,455.82,385.18
Karnataka,Metal Craft,Copper,362.44,12.4,82.62,1024.49,1,1,Very High,1.2,1386.93,1598.32,1813.87
Odisha,Bamboo Craft,Bamboo,141.55,11.9,57.1,679.49,4,4,Very High,1.2,821.04,1065.22,1217.47
Karnataka,Bamboo Craft,Bamboo,56.54,6.6,55.92,369.07,5,5,Medium,1.0,425.61,770.44,697.33
Kerala,Metal Craft,Brass,821.4,15.1,64.42,972.74,1,4,High,1.1,1794.14,2826.89,2857.96
Rajasthan,Home Decor,Clay,32.29,4.3,56.51,242.99,3,1,Medium,1.0,275.28,332.15,363.98
West Bengal,Handmade Jewelry,Silver,1322.36,11.1,74.58,827.84,5,4,Low,0.9,2150.2,3808.79,3455.95
Telangana,Metal Craft,Copper,262.52,8.8,56.24,494.91,3,5,High,1.1,757.43,1174.78,1209.77
Uttar Pradesh,Metal Craft,Iron,271.56,13.6,52.1,708.56,1,5,High,1.1,980.12,1445.89,1536.05
Karnataka,Handmade Jewelry,Beads,196.03,8.1,58.29,472.15,5,1,High,1.1,668.18,839.58,975.03
Andhra Pradesh,Wood Craft,Wood,275.38,8.5,51.27,435.8,5,3,Very High,1.2,711.17,1122.5,1250.79
Andhra Pradesh,Wood Craft,Wood,220.96,7.5,79.5,596.25,2,3,High,1.1,817.21,1143.78,1211.93
Odisha,Clay/Terracotta Toy,Clay,108.44,3.5,58.4,204.4,2,2,Medium,1.0,312.84,425.67,417.65
Kerala,Bamboo Toy,Bamboo,130.89,2.7,68.44,184.79,2,4,High,1.1,315.68,459.12,443.23
Andhra Pradesh,Pottery,Clay,34.65,8.3,58.43,484.97,4,5,Medium,1.0,519.62,884.17,791.1
Uttar Pradesh,Home Decor,Wood,85.34,6.6,51.43,339.44,3,5,High,1.1,424.78,703.72,713.92
Tamil Nadu,Bamboo Craft,Cane,151.13,11.5,72.29,831.34,3,1,High,1.1,982.47,1269.52,1320.46
Odisha,Metal Craft,Iron,219.43,8.4,71.11,597.32,2,1,Medium,1.0,816.75,1087.2,1076.74
Andhra Pradesh,Bamboo Toy,Bamboo,189.71,4.9,56.29,275.82,2,5,Very High,1.2,465.53,735.3,746.93
Karnataka,Handmade Jewelry,Beads,257.8,9.8,70.72,693.06,3,5,Very High,1.2,950.86,1428.43,1566.57
Rajasthan,Home Decor,Bamboo,82.46,8.0,57.56,460.48,1,4,Medium,1.0,542.94,888.32,837.45
Karnataka,Metal Craft,Brass,549.05,12.3,75.95,934.19,1,2,Very High,1.2,1483.24,1941.23,2202.45
Odisha,Handmade Jewelry,Silver,1124.24,7.4,57.1,422.54,5,2,Very High,1.2,1546.78,2617.42,2658.08
Odisha,Clay/Terracotta Toy,Clay,97.1,3.9,68.96,268.94,1,5,High,1.1,366.04,473.12,532.44
Uttar Pradesh,Bamboo Craft,Cane,276.97,10.2,50.49,515.0,5,3,High,1.1,791.97,1274.34,1304.51
Tamil Nadu,Home Decor,Wood,336.03,4.0,62.37,249.48,2,1,Medium,1.0,585.51,807.61,752.42
Tamil Nadu,Textile Craft,Silk,410.16,5.3,55.57,294.52,3,3,Low,0.9,704.68,1027.21,981.6
Rajasthan,Bamboo Toy,Cane,155.92,5.0,55.9,279.5,1,5,Medium,1.0,435.42,481.72,525.29
Uttar Pradesh,Metal Craft,Iron,170.44,8.7,65.01,565.59,5,1,Low,0.9,736.03,1239.39,1040.71
Tamil Nadu,Pottery,Terracotta,57.33,7.2,80.17,577.22,3,3,High,1.1,634.55,1056.82,993.17
Uttar Pradesh,Textile Craft,Wool,230.54,3.8,63.5,241.3,3,3,Very High,1.2,471.84,724.05,758.67
Karnataka,Home Decor,Wood,395.29,8.3,64.18,532.69,2,4,Low,0.9,927.98,1298.25,1200.09
Telangana,Home Decor,Bamboo,89.69,3.6,64.02,230.47,4,2,Very High,1.2,320.16,503.89,520.3
West Bengal,Handmade Jewelry,Copper,488.38,7.2,66.38,477.94,4,2,Medium,1.0,966.32,1528.58,1407.36
West Bengal,Bamboo Craft,Cane,79.76,8.4,70.31,590.6,2,5,Low,0.9,670.36,988.16,887.34
Kerala,Pottery,Clay,99.63,4.0,60.89,243.56,3,4,Very High,1.2,343.19,455.63,521.71
Gujarat,Home Decor,Clay,138.36,6.8,81.01,550.87,4,2,Medium,1.0,689.23,844.88,885.42
West Bengal,Clay/Terracotta Toy,Terracotta,84.43,4.0,68.15,272.6,5,4,Very High,1.2,357.03,448.92,552.96
Karnataka,Bamboo Toy,Bamboo,67.07,3.3,63.1,208.23,3,1,Medium,1.0,275.3,310.45,335.91
Rajasthan,Wood Craft,Bamboo,105.65,8.9,50.96,453.54,2,1,Medium,1.0,559.19,621.28,686.2
Uttar Pradesh,Wood Craft,Wood,376.51,6.5,60.56,393.64,5,5,High,1.1,770.15,1155.18,1240.48
Kerala,Wood Craft,Bamboo,173.8,9.6,75.74,727.1,1,1,Medium,1.0,900.9,1113.07,1167.02
West Bengal,Bamboo Craft,Cane,160.74,10.2,51.34,523.67,5,2,Low,0.9,684.41,972.53,872.25
Kerala,Textile Craft,Wool,314.67,3.3,67.81,223.77,5,5,Medium,1.0,538.44,984.51,880.12
Gujarat,Bamboo Craft,Bamboo,215.01,7.5,56.95,427.12,3,1,Medium,1.0,642.13,788.41,808.02
West Bengal,Handmade Jewelry,Beads,135.6,7.1,58.75,417.12,5,5,Medium,1.0,552.73,919.63,867.46
Gujarat,Handmade Jewelry,Brass,779.98,6.2,58.61,363.38,4,2,High,1.1,1143.36,2179.37,2080.06
Tamil Nadu,Pottery,Terracotta,174.7,2.9,67.98,197.14,5,5,Medium,1.0,371.84,644.33,568.16
Karnataka,Wood Craft,Wood,357.58,4.9,61.77,302.67,2,5,Low,0.9,660.25,982.83,869.12
West Bengal,Wooden Toy,Wood,165.12,5.3,51.73,274.17,1,3,High,1.1,439.29,489.36,571.31
Tamil Nadu,Wood Craft,Wood,242.63,3.7,67.56,249.97,2,2,Very High,1.2,492.6,638.27,705.18
Telangana,Home Decor,Bamboo,219.68,10.5,60.77,638.09,4,4,Medium,1.0,857.77,1409.3,1319.67
Odisha,Bamboo Toy,Bamboo,99.77,6.7,49.09,328.9,3,2,Medium,1.0,428.67,554.64,549.11
Andhra Pradesh,Handmade Jewelry,Silver,1186.4,7.7,71.68,551.94,4,1,Low,0.9,1738.34,2365.07,2312.57
Gujarat,Handmade Jewelry,Silver,771.49,3.8,67.03,254.71,2,5,Medium,1.0,1026.2,1329.66,1466.55
Rajasthan,Wood Craft,Bamboo,242.8,4.7,45.25,212.68,3,1,Very High,1.2,455.48,739.41,737.28
Karnataka,Clay/Terracotta Toy,Terracotta,93.7,6.3,67.15,423.05,4,5,Medium,1.0,516.75,731.37,752.64
Andhra Pradesh,Bamboo Craft,Bamboo,235.18,4.0,75.83,303.32,5,1,Medium,1.0,538.5,653.48,684.14
Odisha,Clay/Terracotta Toy,Clay,126.65,4.7,72.14,339.06,3,3,Very High,1.2,465.71,689.65,698.36
Telangana,Home Decor,Bamboo,209.44,4.0,52.71,210.84,5,1,High,1.1,420.28,702.11,696.81
Karnataka,Clay/Terracotta Toy,Terracotta,122.04,4.0,71.49,285.96,2,4,Low,0.9,408.0,544.21,503.33
Kerala,Metal Craft,Iron,454.89,8.7,83.97,730.54,5,4,Very High,1.2,1185.43,2401.34,2369.27
Gujarat,Wooden Toy,Wood,122.36,8.9,84.7,753.83,4,4,High,1.1,876.19,1330.71,1310.36
Gujarat,Wooden Toy,Wood,241.86,9.3,59.49,553.26,4,5,Medium,1.0,795.12,1235.79,1217.67
Odisha,Clay/Terracotta Toy,Terracotta,109.07,2.6,50.68,131.77,1,2,High,1.1,240.84,354.39,352.48
Gujarat,Wood Craft,Bamboo,112.57,8.0,74.91,599.28,4,2,High,1.1,711.85,1179.09,1117.69
Tamil Nadu,Clay/Terracotta Toy,Clay,111.5,7.1,83.39,592.07,1,4,Very High,1.2,703.57,1039.99,1082.3
West Bengal,Metal Craft,Brass,770.82,9.1,72.09,656.02,1,4,High,1.1,1426.84,1884.77,2152.03
Odisha,Pottery,Terracotta,101.95,5.2,72.28,375.86,1,2,Very High,1.2,477.81,515.91,606.2
Telangana,Metal Craft,Copper,635.42,4.9,64.88,317.91,3,1,Medium,1.0,953.33,1478.19,1360.48
Telangana,Pottery,Terracotta,151.38,5.9,76.21,449.64,2,2,Very High,1.2,601.02,770.08,888.04
Kerala,Bamboo Craft,Bamboo,203.18,6.3,63.95,402.88,3,5,Very High,1.2,606.07,901.98,976.89
Gujarat,Pottery,Clay,165.75,4.8,57.21,274.61,3,3,Low,0.9,440.36,693.56,608.38
Gujarat,Bamboo Craft,Cane,250.2,7.3,82.77,604.22,1,2,Low,0.9,854.42,1387.54,1170.45
Telangana,Textile Craft,Cotton,118.99,10.2,56.65,577.83,5,3,High,1.1,696.82,926.57,1021.97
Gujarat,Bamboo Toy,Cane,78.66,6.6,83.72,552.55,4,2,Very High,1.2,631.21,968.05,989.54
West Bengal,Textile Craft,Wool,263.12,7.8,76.12,593.74,4,3,Medium,1.0,856.86,1211.44,1249.86
Andhra Pradesh,Wood Craft,Bamboo,161.83,11.4,70.41,802.67,1,5,Very High,1.2,964.5,1265.18,1475.94
Rajasthan,Wooden Toy,Wood,274.79,9.0,45.91,413.19,1,2,High,1.1,687.98,749.02,877.91
Andhra Pradesh,Home Decor,Wood,387.89,9.3,67.06,623.66,2,3,Medium,1.0,1011.55,1352.3,1408.56
Tamil Nadu,Bamboo Toy,Bamboo,245.69,4.2,60.2,252.84,3,1,Medium,1.0,498.53,609.9,607.25
Tamil Nadu,Clay/Terracotta Toy,Clay,106.78,4.0,78.35,313.4,2,4,Very High,1.2,420.18,597.13,627.99
Kerala,Wood Craft,Bamboo,73.44,13.0,83.98,1091.74,3,2,High,1.1,1165.18,2059.1,1934.3
West Bengal,Bamboo Craft,Bamboo,77.09,8.8,72.31,636.33,3,3,Medium,1.0,713.42,963.0,945.75
Tamil Nadu,Home Decor,Wood,230.93,8.3,75.75,628.73,3,1,Low,0.9,859.65,1056.34,1021.42
Kerala,Bamboo Toy,Bamboo,182.3,5.4,78.83,425.68,2,2,Medium,1.0,607.98,888.92,802.86
Uttar Pradesh,Handmade Jewelry,Silver,1364.96,4.0,66.23,264.92,2,3,Medium,1.0,1629.88,2300.13,2432.5
Andhra Pradesh,Textile Craft,Wool,412.68,5.9,61.57,363.26,5,1,Very High,1.2,775.94,1028.97,1183.92
West Bengal,Bamboo Toy,Cane,174.35,6.2,53.49,331.64,1,4,Low,0.9,505.99,691.06,612.65
Uttar Pradesh,Textile Craft,Wool,377.82,9.9,60.79,601.82,2,1,Low,0.9,979.64,1317.16,1218.64
Karnataka,Handmade Jewelry,Beads,283.77,7.7,72.38,557.33,2,3,Low,0.9,841.1,1348.68,1167.89
Rajasthan,Bamboo Craft,Cane,94.19,11.9,64.21,764.1,5,2,High,1.1,858.29,1357.76,1368.96
Andhra Pradesh,Textile Craft,Wool,292.0,8.2,79.48,651.74,1,1,High,1.1,943.74,1229.82,1316.72
West Bengal,Textile Craft,Cotton,139.82,5.6,61.29,343.22,2,1,Very High,1.2,483.04,600.14,710.61
Kerala,Wood Craft,Wood,333.3,11.1,77.99,865.69,3,3,High,1.1,1198.99,1767.75,1749.49
Telangana,Pottery,Clay,99.83,4.9,53.33,261.32,3,2,High,1.1,361.15,564.49,545.37
Andhra Pradesh,Textile Craft,Wool,172.43,9.9,56.18,556.18,2,3,High,1.1,728.61,1026.42,1073.46
Uttar Pradesh,Clay/Terracotta Toy,Terracotta,156.1,2.4,54.82,131.57,2,2,Low,0.9,287.67,426.8,377.54
Odisha,Wood Craft,Wood,190.31,8.2,59.32,486.42,4,2,Very High,1.2,676.73,1155.33,1165.57
Telangana,Metal Craft,Iron,478.78,12.0,71.0,852.0,5,1,Medium,1.0,1330.78,1581.0,1706.29
Andhra Pradesh,Wood Craft,Bamboo,139.79,7.6,68.16,518.02,5,2,Medium,1.0,657.81,1003.11,995.36
Telangana,Wood Craft,Wood,397.75,5.0,74.5,372.5,2,3,High,1.1,770.25,1150.73,1120.77
Andhra Pradesh,Clay/Terracotta Toy,Clay,116.75,5.1,65.2,332.52,2,2,Low,0.9,449.27,704.56,613.74
Kerala,Pottery,Clay,55.93,3.4,82.1,279.14,4,2,High,1.1,335.07,543.39,524.48
Odisha,Wood Craft,Wood,317.45,7.8,56.91,443.9,4,1,High,1.1,761.35,1146.49,1159.65
Gujarat,Wood Craft,Bamboo,126.47,5.0,64.51,322.55,2,3,Low,0.9,449.02,528.03,534.14
West Bengal,Pottery,Terracotta,147.37,6.4,59.66,381.82,4,3,Very High,1.2,529.19,642.68,776.49
Gujarat,Wooden Toy,Bamboo,185.17,4.5,63.44,285.48,3,3,Low,0.9,470.65,679.32,629.92
Odisha,Wood Craft,Wood,201.31,7.1,57.68,409.53,1,3,Medium,1.0,610.84,1007.99,911.3
Andhra Pradesh,Handmade Jewelry,Copper,459.63,9.3,77.18,717.77,2,2,Low,0.9,1177.4,1439.98,1413.09
Karnataka,Textile Craft,Wool,363.57,3.7,83.36,308.43,3,1,Medium,1.0,672.0,1086.36,959.36
Gujarat,Clay/Terracotta Toy,Clay,66.24,3.7,76.28,282.24,5,4,Very High,1.2,348.48,482.18,543.52
West Bengal,Bamboo Toy,Cane,190.46,4.0,55.2,220.8,3,2,Low,0.9,411.26,486.58,479.38
Gujarat,Wood Craft,Bamboo,237.81,9.4,73.6,691.84,5,4,Very High,1.2,929.65,1437.22,1597.02
Uttar Pradesh,Handmade Jewelry,Copper,742.39,8.0,62.63,501.04,1,1,High,1.1,1243.43,2070.04,2003.36
Andhra Pradesh,Wooden Toy,Wood,338.02,2.2,63.77,140.29,3,4,Low,0.9,478.31,758.17,671.4
Andhra Pradesh,Clay/Terracotta Toy,Terracotta,77.05,6.2,78.15,484.53,3,2,Very High,1.2,561.58,938.6,926.4
Telangana,Home Decor,Clay,31.63,12.2,65.1,794.22,4,5,High,1.1,825.85,1414.27,1454.04
Rajasthan,Home Decor,Clay,36.87,5.5,66.14,363.77,3,1,Medium,1.0,400.64,584.78,584.06
Kerala,Handmade Jewelry,Beads,315.91,6.6,77.08,508.73,3,1,Very High,1.2,824.64,1069.9,1257.17
West Bengal,Metal Craft,Iron,285.3,4.9,52.37,256.61,2,3,Medium,1.0,541.91,707.56,717.24
Telangana,Handmade Jewelry,Brass,391.38,3.3,75.49,249.12,5,5,High,1.1,640.5,1125.67,1161.65
Kerala,Clay/Terracotta Toy,Clay,175.75,7.5,60.69,455.17,4,4,Low,0.9,630.92,1008.74,854.4
Telangana,Handmade Jewelry,Silver,883.81,7.7,76.63,590.05,2,4,High,1.1,1473.86,1878.79,2206.7
Gujarat,Clay/Terracotta Toy,Terracotta,199.5,3.3,78.3,258.39,1,4,Very High,1.2,457.89,659.69,674.0
Karnataka,Bamboo Craft,Cane,262.37,10.0,61.99,619.9,1,2,Very High,1.2,882.27,1263.02,1245.02
Rajasthan,Metal Craft,Iron,564.28,13.8,57.02,786.88,4,4,High,1.1,1351.16,2420.01,2371.73
Kerala,Textile Craft,Silk,344.07,10.6,71.16,754.3,2,3,High,1.1,1098.37,1360.24,1523.6
Telangana,Handmade Jewelry,Brass,739.79,9.9,67.05,663.79,4,5,High,1.1,1403.59,2184.19,2281.22
Rajasthan,Wooden Toy,Bamboo,164.1,6.0,59.49,356.94,5,3,Very High,1.2,521.04,773.84,863.25
Odisha,Wooden Toy,Bamboo,92.8,4.1,54.47,223.33,2,1,High,1.1,316.13,429.51,437.28
Telangana,Handmade Jewelry,Copper,633.77,11.4,58.76,669.86,3,2,High,1.1,1303.63,1745.95,2021.97
Karnataka,Wood Craft,Wood,135.46,13.5,62.42,842.67,2,3,Low,0.9,978.13,1456.04,1252.24
Uttar Pradesh,Bamboo Toy,Bamboo,187.4,2.4,71.81,172.34,4,3,Low,0.9,359.74,414.78,429.26
Telangana,Handmade Jewelry,Copper,835.05,10.3,52.84,544.25,1,5,High,1.1,1379.3,1857.46,1982.48
Gujarat,Handmade Jewelry,Brass,348.41,8.6,60.23,517.98,5,3,Very High,1.2,866.39,1623.38,1652.92
Kerala,Wooden Toy,Wood,330.1,7.3,64.42,470.27,5,2,Medium,1.0,800.37,1084.39,1151.93
Kerala,Bamboo Toy,Cane,67.26,2.1,74.84,157.16,3,2,Very High,1.2,224.42,305.88,334.92
