state,region,craft_category,material,material_cost,labour_cost,labour_hours,product_size,complexity,current_market_price,demand_score,season_score,recommended_price
West Bengal,East,Jewelry,Silver,498.88,200.84,4.7,Medium,1,723.57,0.38,0.4,730.82
Gujarat,West,Metal Craft,Copper,299.23,832.9,14.9,Large,4,1711.76,0.42,0.31,1625.35
Maharashtra,West,Painting,Cloth,392.98,339.66,7.7,Small,3,977.45,0.6,0.7,1080.87
Karnataka,South,Pottery,Terracotta,645.54,342.21,7.3,Large,5,1498.25,0.39,0.31,1511.11
Uttar Pradesh,North,Metal Craft,Brass,610.31,346.34,7.2,Large,5,1342.24,0.34,0.73,1390.27
Odisha,East,Pottery,Clay,581.47,986.37,16.6,Medium,2,2192.03,0.98,0.84,2571.64
Kerala,South,Painting,Canvas,304.65,56.65,1.8,Small,4,610.96,0.89,0.64,656.84
Punjab,North,Bamboo Craft,Cane,302.68,798.69,13.9,Medium,5,1624.59,0.36,0.9,1649.1
Andhra Pradesh,South,Handloom Textile,Silk,174.33,45.71,1.5,Small,2,268.69,0.63,0.37,288.2
Telangana,South,Bamboo Craft,Cane,249.86,285.0,8.0,Small,5,910.06,0.88,0.91,1063.41
Uttar Pradesh,North,Bamboo Craft,Bamboo,553.1,754.32,14.5,Medium,2,1375.25,0.37,0.49,1308.22
Uttar Pradesh,North,Metal Craft,Copper,105.41,398.0,10.7,Small,1,599.54,0.98,0.72,670.16
West Bengal,East,Metal Craft,Bronze,126.68,653.93,11.8,Small,5,1066.82,0.32,0.96,1053.68
Maharashtra,West,Handloom Textile,Wool,455.56,475.33,13.0,Medium,3,1430.16,0.83,0.36,1441.24
Assam,Northeast,Pottery,Terracotta,389.06,323.32,9.3,Small,1,751.25,0.54,0.41,732.67
Punjab,North,Stone Carving,Soapstone,344.14,573.41,11.4,Small,4,1231.1,0.45,0.55,1271.54
Assam,Northeast,Metal Craft,Brass,681.68,689.17,17.0,Large,4,1876.94,0.92,0.36,2081.96
Gujarat,West,Bamboo Craft,Cane,114.09,764.28,14.0,Medium,2,1160.63,0.76,0.31,1196.63
West Bengal,East,Pottery,Clay,316.3,1377.43,27.8,Large,5,2455.95,0.51,0.95,2551.51
Odisha,East,Stone Carving,Marble,438.26,455.32,7.7,Large,4,1178.1,0.66,0.93,1328.6
Assam,Northeast,Jewelry,Beads,68.86,676.86,11.8,Small,1,786.57,0.55,0.84,870.3
Assam,Northeast,Metal Craft,Bronze,378.09,822.46,14.7,Large,3,1620.13,0.85,0.58,1673.48
Telangana,South,Stone Carving,Soapstone,776.92,304.81,7.9,Large,3,1520.79,0.65,0.61,1615.64
Rajasthan,West,Pottery,Clay,166.03,153.86,2.9,Small,4,505.61,0.58,0.65,554.1
Andhra Pradesh,South,Painting,Canvas,714.34,198.56,3.6,Large,4,1627.51,0.99,0.63,1818.63
Uttar Pradesh,North,Metal Craft,Brass,506.08,551.97,11.1,Large,4,1301.16,0.46,0.37,1282.67
West Bengal,East,Jewelry,Terracotta,452.45,659.3,17.0,Large,4,1627.52,0.99,0.5,1714.58
Karnataka,South,Pottery,Clay,338.93,173.11,3.7,Large,1,632.32,0.83,0.44,641.83
Tamil Nadu,South,Handloom Textile,Silk,825.2,733.65,23.0,Large,5,2373.03,0.56,0.97,2553.69
Gujarat,West,Jewelry,Terracotta,418.4,1074.14,18.1,Large,1,2030.96,1.0,0.84,2297.36
Rajasthan,West,Painting,Cloth,419.65,1455.01,28.4,Large,5,3107.41,0.61,0.31,3354.02
Karnataka,South,Jewelry,Terracotta,559.37,220.77,7.2,Large,4,1243.28,0.55,0.94,1392.64
Uttar Pradesh,North,Wooden Toy,Wood,732.71,816.02,17.1,Large,2,1908.95,0.68,0.79,2093.46
Karnataka,South,Stone Carving,Marble,148.1,347.0,6.3,Medium,4,726.82,0.93,0.68,841.32
Punjab,North,Wooden Toy,Bamboo,473.16,426.77,8.9,Medium,3,1271.02,0.6,0.63,1287.49
Assam,Northeast,Stone Carving,Soapstone,86.28,39.42,1.0,Small,3,127.46,0.4,0.45,124.42
Maharashtra,West,Wooden Toy,Bamboo,266.32,106.12,2.2,Medium,3,563.91,0.7,0.37,620.68
Punjab,North,Bamboo Craft,Bamboo,913.35,134.65,2.5,Large,5,1486.83,0.55,0.34,1486.78
Uttar Pradesh,North,Stone Carving,Soapstone,373.02,692.63,13.2,Medium,2,1212.08,0.47,0.53,1221.5
Assam,Northeast,Painting,Canvas,639.81,906.52,15.3,Medium,3,1886.84,0.79,0.58,2028.57
Odisha,East,Handloom Textile,Silk,313.45,711.99,16.2,Medium,1,1149.8,0.51,0.84,1202.06
Madhya Pradesh,Central,Pottery,Terracotta,453.97,119.3,2.6,Medium,5,729.75,0.33,0.32,703.26
Maharashtra,West,Bamboo Craft,Cane,309.89,372.58,10.9,Small,3,967.91,0.81,0.66,1068.64
Assam,Northeast,Painting,Cloth,421.3,618.4,10.7,Medium,4,1340.07,0.66,0.99,1401.42
Rajasthan,West,Bamboo Craft,Bamboo,343.46,229.99,4.8,Medium,1,695.37,0.79,0.63,748.97
Tamil Nadu,South,Handloom Textile,Wool,125.61,730.47,13.6,Medium,5,1492.97,0.97,0.4,1636.85
Madhya Pradesh,Central,Metal Craft,Bronze,894.88,652.94,19.0,Large,2,1776.09,0.61,0.76,1962.63
Gujarat,West,Pottery,Clay,113.18,365.4,11.5,Small,1,681.85,0.99,0.9,793.8
Madhya Pradesh,Central,Jewelry,Beads,75.44,49.58,1.5,Small,3,130.66,0.36,0.68,138.14
West Bengal,East,Stone Carving,Soapstone,206.01,431.4,8.7,Small,4,807.58,0.52,0.47,854.63
Tamil Nadu,South,Metal Craft,Bronze,612.47,496.27,9.1,Large,1,1210.62,0.34,0.79,1269.96
Rajasthan,West,Handloom Textile,Silk,374.61,402.31,9.3,Small,2,984.0,0.41,0.86,976.99
West Bengal,East,Bamboo Craft,Cane,301.67,132.16,4.2,Small,4,606.26,0.93,0.64,684.44
Andhra Pradesh,South,Handloom Textile,Cotton,360.07,50.64,1.0,Small,4,645.55,0.84,0.45,662.12
Uttar Pradesh,North,Handloom Textile,Cotton,311.36,342.43,10.3,Small,3,897.56,0.87,0.84,1017.84
Andhra Pradesh,South,Wooden Toy,Bamboo,80.03,837.21,18.0,Medium,4,1419.58,0.73,0.77,1596.66
West Bengal,East,Handloom Textile,Silk,263.4,522.17,11.0,Small,5,1097.97,0.42,0.94,1175.67
Odisha,East,Jewelry,Terracotta,947.8,188.57,4.4,Large,4,1548.71,0.47,0.74,1691.23
Madhya Pradesh,Central,Metal Craft,Bronze,334.57,885.68,15.4,Medium,3,1548.04,0.78,0.47,1732.6
Gujarat,West,Stone Carving,Soapstone,395.64,458.54,8.1,Small,3,1282.93,0.44,0.47,1249.15
West Bengal,East,Stone Carving,Marble,280.53,643.78,13.5,Large,2,1200.3,0.72,0.5,1327.52
Rajasthan,West,Handloom Textile,Wool,449.34,709.94,13.9,Large,2,1604.54,0.76,0.57,1690.34
Tamil Nadu,South,Painting,Paper,211.82,490.75,9.7,Medium,1,866.49,0.82,0.85,984.02
Punjab,North,Handloom Textile,Wool,83.65,538.17,10.0,Medium,5,993.63,0.74,0.63,1112.67
Assam,Northeast,Handloom Textile,Silk,397.17,932.93,15.7,Medium,5,1720.28,0.79,0.7,1844.25
Assam,Northeast,Wooden Toy,Bamboo,594.97,1009.55,23.4,Large,4,2343.61,0.97,0.49,2547.17
Maharashtra,West,Jewelry,Silver,220.1,381.09,9.8,Small,1,705.86,0.37,0.66,741.39
West Bengal,East,Painting,Paper,933.39,186.23,3.9,Large,1,1373.24,0.78,0.99,1558.93
Rajasthan,West,Painting,Paper,232.63,116.27,2.8,Small,1,460.08,0.71,0.81,509.96
Uttar Pradesh,North,Stone Carving,Marble,480.49,741.14,21.6,Large,3,1635.49,0.41,0.41,1567.14
Odisha,East,Metal Craft,Bronze,330.53,158.59,3.6,Small,5,719.2,0.94,0.71,780.52
Maharashtra,West,Jewelry,Terracotta,372.16,271.37,5.7,Small,4,948.17,0.62,0.56,1013.98
Andhra Pradesh,South,Painting,Cloth,723.32,520.6,9.7,Large,3,1741.18,0.9,0.94,1917.17
Rajasthan,West,Handloom Textile,Wool,842.7,228.79,7.6,Large,4,1770.76,0.91,0.53,1920.15
Kerala,South,Stone Carving,Marble,832.55,641.48,11.3,Large,1,1758.1,0.73,0.67,1837.61
Madhya Pradesh,Central,Stone Carving,Marble,268.42,338.16,5.9,Small,5,813.15,0.64,0.66,888.63
Tamil Nadu,South,Jewelry,Terracotta,198.69,223.44,4.0,Small,2,572.78,0.72,0.71,631.15
Andhra Pradesh,South,Bamboo Craft,Bamboo,159.57,76.04,1.4,Small,4,301.52,0.39,0.81,307.33
Madhya Pradesh,Central,Pottery,Terracotta,72.06,332.28,6.7,Small,1,424.16,0.42,0.56,428.94
Gujarat,West,Jewelry,Beads,529.42,1060.22,17.9,Medium,4,2920.71,0.93,0.52,3298.93
Kerala,South,Stone Carving,Marble,343.01,70.35,1.2,Small,3,560.46,0.84,0.84,602.39
Rajasthan,West,Bamboo Craft,Cane,618.87,436.13,10.4,Medium,4,1735.41,0.89,0.36,1836.93
Tamil Nadu,South,Bamboo Craft,Cane,275.92,254.12,7.0,Medium,2,699.26,0.42,0.75,722.99
Andhra Pradesh,South,Stone Carving,Marble,246.87,241.58,4.4,Medium,4,765.56,0.98,0.54,853.08
Punjab,North,Pottery,Terracotta,321.37,293.41,6.0,Small,5,909.4,0.8,0.97,1064.66
Karnataka,South,Wooden Toy,Bamboo,187.25,424.55,9.0,Small,2,779.69,0.64,0.79,801.4
Karnataka,South,Wooden Toy,Wood,353.78,389.42,10.8,Medium,4,1183.18,0.95,0.46,1242.69
Telangana,South,Wooden Toy,Bamboo,237.53,196.58,4.4,Small,2,565.07,0.46,0.34,576.96
Andhra Pradesh,South,Painting,Canvas,406.22,207.08,3.7,Large,2,746.19,0.42,0.95,769.46
Rajasthan,West,Pottery,Clay,743.08,1048.6,25.5,Large,3,2793.3,0.59,0.6,2985.45
Odisha,East,Bamboo Craft,Cane,328.02,269.45,7.3,Large,2,692.26,0.48,0.46,676.11
West Bengal,East,Bamboo Craft,Cane,185.58,305.93,7.9,Small,5,604.07,0.35,0.36,620.03
Karnataka,South,Pottery,Terracotta,448.4,112.68,2.7,Medium,1,652.34,0.5,0.7,677.97
Rajasthan,West,Bamboo Craft,Bamboo,160.08,130.68,2.5,Small,4,448.55,0.92,0.96,519.76
Andhra Pradesh,South,Bamboo Craft,Cane,486.84,687.85,18.3,Medium,5,2008.09,0.82,0.34,2095.39
Assam,Northeast,Jewelry,Beads,319.12,429.92,10.5,Small,5,1012.44,0.67,0.38,1038.25
Tamil Nadu,South,Stone Carving,Marble,182.55,595.86,17.3,Medium,2,1124.53,0.75,0.92,1274.95
Andhra Pradesh,South,Painting,Canvas,178.64,612.75,16.0,Medium,1,1090.1,0.95,0.8,1167.01
Rajasthan,West,Wooden Toy,Bamboo,609.52,1345.93,24.1,Large,5,2711.07,0.32,0.96,2837.77
Tamil Nadu,South,Pottery,Terracotta,702.45,163.49,5.2,Large,5,1346.61,0.85,0.57,1502.06
Odisha,East,Jewelry,Terracotta,833.3,623.58,17.9,Large,2,1573.39,0.31,0.79,1629.05
Telangana,South,Stone Carving,Marble,535.38,310.37,9.2,Medium,2,1222.63,0.96,0.68,1422.17
Telangana,South,Jewelry,Beads,601.69,455.46,11.7,Medium,4,1704.03,1.0,0.78,1932.01
Tamil Nadu,South,Painting,Canvas,312.87,764.97,17.2,Medium,1,1468.65,0.88,0.89,1679.94
Rajasthan,West,Painting,Paper,558.73,280.9,8.4,Medium,3,1219.62,0.89,0.65,1283.84
Maharashtra,West,Metal Craft,Bronze,253.76,1139.43,22.2,Large,1,1591.45,0.44,0.89,1719.41
West Bengal,East,Wooden Toy,Wood,221.08,372.97,9.0,Small,3,665.38,0.54,0.89,743.56
Odisha,East,Bamboo Craft,Cane,664.47,674.01,13.8,Large,1,1483.29,0.39,0.66,1471.4
West Bengal,East,Wooden Toy,Wood,484.48,461.04,9.3,Medium,4,1317.31,0.44,0.63,1307.79
Andhra Pradesh,South,Stone Carving,Marble,654.61,826.35,17.6,Large,4,2057.09,0.73,0.65,2302.22
Madhya Pradesh,Central,Bamboo Craft,Cane,814.66,296.79,7.0,Large,1,1313.94,0.84,0.99,1534.0
Andhra Pradesh,South,Pottery,Terracotta,105.43,625.52,11.1,Small,2,922.43,0.56,0.58,976.2
Madhya Pradesh,Central,Stone Carving,Marble,339.1,102.71,3.0,Large,2,512.94,0.61,0.5,511.88
Maharashtra,West,Handloom Textile,Wool,890.67,1488.83,26.0,Large,5,4108.45,0.82,0.37,4194.64
Karnataka,South,Wooden Toy,Bamboo,395.69,223.53,4.7,Small,1,826.89,0.85,0.94,940.75
Telangana,South,Wooden Toy,Wood,511.42,603.98,18.4,Large,3,1530.6,0.92,0.68,1767.95
Kerala,South,Jewelry,Silver,354.01,941.44,16.9,Medium,4,1957.08,0.87,0.34,2174.48
Karnataka,South,Bamboo Craft,Bamboo,875.15,626.42,14.5,Large,2,1734.17,0.42,0.98,1763.15
Odisha,East,Metal Craft,Copper,675.01,511.84,8.8,Large,5,1553.23,0.31,0.3,1519.99
Madhya Pradesh,Central,Metal Craft,Brass,257.23,656.42,15.5,Large,3,1284.66,0.92,0.31,1396.86
Gujarat,West,Wooden Toy,Bamboo,165.03,110.74,2.4,Medium,4,390.06,0.46,0.51,404.14
Telangana,South,Handloom Textile,Silk,389.98,137.39,3.0,Medium,5,952.25,0.85,0.36,1024.33
Karnataka,South,Jewelry,Silver,918.52,376.78,6.3,Large,4,1997.95,0.75,0.7,2048.34
Kerala,South,Handloom Textile,Cotton,909.3,635.33,19.4,Large,1,1726.27,0.31,0.34,1717.76
Tamil Nadu,South,Bamboo Craft,Cane,224.88,202.19,4.4,Small,2,535.21,0.66,0.31,526.69
West Bengal,East,Stone Carving,Marble,876.13,1287.49,21.5,Large,3,2687.96,0.51,0.91,2835.46
Uttar Pradesh,North,Jewelry,Beads,306.96,1251.02,21.9,Large,3,2043.35,0.46,0.42,2174.43
Telangana,South,Metal Craft,Brass,312.48,174.65,4.1,Small,4,750.11,0.57,0.9,809.45
Assam,Northeast,Handloom Textile,Cotton,350.97,1349.11,27.2,Large,4,2524.16,0.98,0.71,2914.9
Andhra Pradesh,South,Bamboo Craft,Bamboo,268.9,570.24,18.6,Medium,4,1281.01,0.84,0.98,1455.77
Tamil Nadu,South,Pottery,Clay,246.78,526.26,9.4,Small,4,1137.24,0.72,0.87,1203.67
Kerala,South,Pottery,Clay,200.73,302.75,8.5,Small,4,824.49,0.78,0.58,842.18
Odisha,East,Stone Carving,Soapstone,681.11,1141.27,19.6,Large,2,2410.58,0.8,0.86,2706.3
Maharashtra,West,Wooden Toy,Wood,151.55,555.73,10.6,Small,3,1095.1,0.6,0.8,1226.21
Karnataka,South,Wooden Toy,Wood,613.32,311.35,7.3,Medium,3,1286.46,0.38,0.47,1272.49
Kerala,South,Stone Carving,Soapstone,267.19,443.68,8.3,Small,1,798.53,0.43,0.51,798.79
Gujarat,West,Jewelry,Silver,630.43,723.57,16.3,Medium,5,2559.8,0.92,0.54,2715.05
Tamil Nadu,South,Handloom Textile,Cotton,768.75,481.76,14.5,Large,2,1632.99,0.49,0.58,1604.92
Rajasthan,West,Painting,Canvas,449.35,704.57,14.2,Medium,1,1556.77,0.83,0.42,1742.73
Assam,Northeast,Handloom Textile,Wool,633.06,963.72,18.5,Large,3,2000.63,0.53,0.79,1997.03
West Bengal,East,Bamboo Craft,Bamboo,850.89,358.16,8.2,Large,3,1759.01,0.9,0.88,2062.34
Karnataka,South,Pottery,Clay,330.41,550.63,13.2,Medium,5,1428.74,0.55,0.6,1487.48
West Bengal,East,Wooden Toy,Wood,803.81,676.58,22.1,Large,3,1906.06,0.74,0.61,2111.62
Rajasthan,West,Wooden Toy,Wood,241.66,549.81,10.7,Small,2,996.81,0.69,0.83,1023.85
Karnataka,South,Jewelry,Silver,190.01,518.89,14.0,Large,1,964.47,0.99,0.68,1050.97
Assam,Northeast,Jewelry,Terracotta,162.63,239.52,4.7,Small,2,454.8,0.63,0.66,495.23
Punjab,North,Wooden Toy,Wood,81.63,445.52,9.5,Small,4,762.86,0.77,0.53,792.02
Odisha,East,Jewelry,Beads,942.61,928.18,15.5,Large,5,2693.71,0.64,0.45,2669.03
Gujarat,West,Painting,Paper,366.67,517.75,10.0,Small,4,1551.51,0.73,0.71,1632.95
Odisha,East,Metal Craft,Copper,774.93,1049.19,17.7,Large,4,2670.46,0.88,1.0,2913.57
Maharashtra,West,Bamboo Craft,Cane,543.1,1128.49,21.2,Large,3,2105.38,0.3,0.65,2203.63
Andhra Pradesh,South,Bamboo Craft,Cane,248.44,759.64,20.0,Large,2,1215.14,0.55,0.96,1244.49
Gujarat,West,Metal Craft,Brass,118.8,517.14,10.5,Medium,1,712.81,0.53,0.78,779.13
Gujarat,West,Metal Craft,Brass,335.8,685.52,11.8,Small,4,1630.8,0.55,0.58,1628.33
Gujarat,West,Handloom Textile,Silk,159.91,100.39,2.3,Small,3,351.26,0.69,0.45,377.5
Andhra Pradesh,South,Jewelry,Beads,91.2,685.32,18.7,Medium,4,1097.03,0.76,0.6,1174.14
Madhya Pradesh,Central,Painting,Cloth,369.39,862.71,16.6,Medium,4,1403.18,0.36,0.45,1344.69
Rajasthan,West,Stone Carving,Soapstone,503.8,1290.45,28.4,Large,4,3141.18,0.82,0.78,3344.59
Kerala,South,Handloom Textile,Cotton,313.84,376.05,10.7,Small,2,919.04,0.54,0.98,961.1
Odisha,East,Handloom Textile,Wool,593.71,585.56,13.1,Large,5,1708.72,0.55,0.5,1817.32
Rajasthan,West,Painting,Paper,569.42,235.15,4.3,Medium,3,1211.45,0.48,0.6,1241.82
Uttar Pradesh,North,Metal Craft,Brass,190.36,194.43,4.4,Medium,2,528.82,0.83,1.0,615.56
Maharashtra,West,Pottery,Terracotta,498.79,561.83,17.4,Medium,5,2070.05,0.95,0.58,2175.73
Gujarat,West,Wooden Toy,Wood,300.34,545.16,9.1,Small,3,1319.22,0.84,0.57,1408.65
West Bengal,East,Bamboo Craft,Cane,284.66,329.94,9.0,Large,4,905.24,0.68,0.93,938.61
Kerala,South,Painting,Canvas,187.12,335.1,8.9,Large,2,639.15,0.37,0.57,651.37
Gujarat,West,Bamboo Craft,Cane,576.48,578.49,11.3,Large,5,1887.84,0.88,0.54,2007.03
Punjab,North,Bamboo Craft,Cane,235.39,509.77,14.7,Large,2,959.41,0.62,0.45,946.54
Kerala,South,Jewelry,Beads,390.66,138.14,4.6,Medium,2,682.15,0.91,0.77,771.59
Assam,Northeast,Bamboo Craft,Cane,422.52,421.52,9.9,Medium,5,1214.18,0.92,0.47,1295.56
Punjab,North,Wooden Toy,Wood,319.92,615.98,11.1,Small,1,1180.69,0.86,0.99,1361.27
Karnataka,South,Wooden Toy,Wood,630.37,83.34,1.7,Medium,1,967.68,0.82,0.94,1115.56
Rajasthan,West,Stone Carving,Marble,914.46,501.45,16.6,Large,2,1732.22,0.31,0.68,1740.61
Andhra Pradesh,South,Metal Craft,Brass,304.23,725.8,17.8,Medium,5,1753.67,0.9,0.93,1959.68
Rajasthan,West,Painting,Cloth,506.17,561.97,14.1,Medium,2,1252.38,0.37,0.49,1229.95
Telangana,South,Metal Craft,Brass,339.93,1125.79,19.2,Large,2,2086.2,0.78,0.95,2364.83
Kerala,South,Bamboo Craft,Cane,194.92,254.79,4.6,Small,5,699.46,0.93,0.62,794.71
Odisha,East,Jewelry,Silver,359.46,146.2,2.7,Large,5,788.8,0.66,0.78,850.21
Uttar Pradesh,North,Painting,Paper,361.79,262.34,6.7,Medium,2,767.06,0.86,0.61,799.61
Tamil Nadu,South,Bamboo Craft,Cane,215.52,302.58,6.1,Small,1,622.97,0.63,0.4,673.98
Kerala,South,Jewelry,Beads,169.29,655.08,13.7,Medium,4,1400.18,0.82,0.41,1512.63
Kerala,South,Wooden Toy,Bamboo,554.36,307.88,5.9,Medium,5,1417.28,0.85,0.58,1564.82
Odisha,East,Bamboo Craft,Cane,82.69,284.71,9.1,Small,4,431.84,0.43,0.76,469.74
Uttar Pradesh,North,Stone Carving,Soapstone,353.94,431.12,7.9,Small,3,1199.34,0.92,0.48,1261.95
Tamil Nadu,South,Bamboo Craft,Bamboo,467.21,879.23,17.1,Large,3,1750.53,0.32,0.5,1719.12
Uttar Pradesh,North,Jewelry,Silver,321.26,303.66,8.2,Small,2,716.01,0.4,0.74,710.61
Uttar Pradesh,North,Stone Carving,Soapstone,394.15,345.74,10.4,Large,1,870.01,0.68,0.83,972.93
Rajasthan,West,Painting,Canvas,227.16,671.13,13.9,Large,5,1616.49,0.77,0.79,1792.67
Gujarat,West,Bamboo Craft,Cane,132.77,714.06,13.8,Medium,2,1312.71,1.0,0.79,1482.35
West Bengal,East,Metal Craft,Bronze,353.77,640.46,12.0,Small,4,1435.54,0.73,0.36,1538.83
Rajasthan,West,Bamboo Craft,Bamboo,771.48,282.79,5.7,Large,2,1316.31,0.51,0.83,1414.3
Madhya Pradesh,Central,Metal Craft,Copper,245.2,88.2,1.8,Medium,4,428.26,0.38,0.76,462.19
Rajasthan,West,Wooden Toy,Bamboo,318.18,966.44,23.8,Large,4,1993.12,0.93,0.85,2213.33
Uttar Pradesh,North,Pottery,Terracotta,403.35,977.33,23.1,Large,1,1792.92,0.78,0.72,2040.18
Kerala,South,Wooden Toy,Wood,319.51,784.84,14.3,Medium,4,1712.9,0.93,0.35,1810.91
Andhra Pradesh,South,Painting,Cloth,323.29,206.48,4.6,Medium,1,679.64,0.76,0.65,698.4
Madhya Pradesh,Central,Metal Craft,Bronze,570.55,878.52,18.1,Medium,3,1973.88,0.92,0.39,2044.63
Rajasthan,West,Jewelry,Beads,462.73,518.49,10.9,Large,3,1349.35,0.51,0.75,1467.57
Kerala,South,Stone Carving,Soapstone,652.46,324.68,8.1,Large,2,1367.04,0.89,0.57,1515.33
Maharashtra,West,Metal Craft,Copper,171.73,185.88,4.2,Small,4,485.88,0.45,0.5,483.89
Uttar Pradesh,North,Pottery,Terracotta,389.39,1325.83,27.8,Large,1,1924.24,0.85,0.33,2116.78
Karnataka,South,Bamboo Craft,Bamboo,268.24,130.65,3.1,Small,1,444.86,0.68,0.89,487.92
Kerala,South,Stone Carving,Marble,300.96,639.73,11.8,Small,5,1505.21,0.49,0.8,1616.39
Punjab,North,Handloom Textile,Cotton,337.05,359.19,10.9,Small,1,704.23,0.37,0.86,693.65
Madhya Pradesh,Central,Wooden Toy,Bamboo,457.03,811.13,24.0,Large,1,1254.65,0.77,0.3,1295.61
Kerala,South,Painting,Paper,126.82,922.71,16.5,Medium,1,1335.4,0.83,0.47,1384.52
Odisha,East,Pottery,Clay,356.27,832.81,16.0,Large,2,1400.33,0.37,0.51,1397.76
Andhra Pradesh,South,Pottery,Clay,378.6,545.02,11.9,Small,1,999.82,0.5,0.85,1025.48
Karnataka,South,Jewelry,Terracotta,324.71,209.07,5.8,Small,2,665.73,0.76,0.81,709.18
Karnataka,South,Pottery,Terracotta,203.91,439.1,8.3,Medium,5,966.46,0.8,0.76,1016.15
Andhra Pradesh,South,Painting,Canvas,307.57,330.17,9.6,Large,4,983.7,0.59,0.35,1040.82
Odisha,East,Bamboo Craft,Cane,401.59,181.45,3.2,Medium,5,952.35,0.98,0.44,1079.64
Assam,Northeast,Wooden Toy,Bamboo,238.95,204.04,4.6,Small,5,656.42,0.66,0.58,711.54
Karnataka,South,Pottery,Clay,134.46,374.89,7.4,Small,3,715.76,0.4,0.55,730.77
Kerala,South,Handloom Textile,Wool,125.95,109.31,2.4,Small,1,293.46,0.68,0.53,295.33
Andhra Pradesh,South,Bamboo Craft,Cane,100.8,222.98,7.0,Small,2,468.4,0.92,0.4,500.36
Gujarat,West,Metal Craft,Bronze,303.88,679.26,15.1,Medium,5,1743.56,0.81,0.65,1945.65
Uttar Pradesh,North,Metal Craft,Brass,420.09,665.59,12.4,Medium,3,1594.04,0.96,0.56,1677.09
Assam,Northeast,Stone Carving,Marble,421.4,732.26,13.3,Large,1,1087.38,0.66,0.81,1165.16
Uttar Pradesh,North,Metal Craft,Copper,365.46,108.31,3.5,Small,1,532.6,0.6,0.79,564.52
Karnataka,South,Pottery,Terracotta,455.09,320.6,6.1,Medium,1,900.87,0.41,0.58,949.06
Odisha,East,Jewelry,Silver,784.89,876.62,21.5,Large,4,2235.3,0.39,0.45,2330.43
Karnataka,South,Pottery,Terracotta,919.31,202.86,4.4,Large,3,1658.78,0.75,0.8,1858.69
Madhya Pradesh,Central,Pottery,Terracotta,421.96,256.58,7.1,Large,3,681.17,0.31,0.55,667.97
Maharashtra,West,Stone Carving,Soapstone,431.8,954.76,17.3,Medium,4,1952.0,0.48,0.39,2077.18
Telangana,South,Painting,Cloth,581.56,397.6,7.2,Large,2,1195.08,0.58,0.93,1267.61
Andhra Pradesh,South,Bamboo Craft,Bamboo,544.16,1457.63,26.0,Large,3,2789.39,0.7,0.46,3085.31
Gujarat,West,Painting,Cloth,420.35,665.49,15.3,Medium,4,1778.39,0.67,0.6,1955.36
Maharashtra,West,Painting,Cloth,227.58,253.31,6.3,Small,2,593.9,0.42,0.96,643.7
Madhya Pradesh,Central,Jewelry,Beads,300.37,563.6,9.7,Small,2,926.72,0.74,0.93,1031.78
Punjab,North,Stone Carving,Soapstone,768.71,501.34,9.6,Large,2,1600.02,0.84,0.88,1810.68
Gujarat,West,Stone Carving,Marble,250.38,640.78,14.6,Medium,2,1160.71,0.72,0.59,1195.07
Kerala,South,Bamboo Craft,Bamboo,77.15,432.58,7.8,Small,1,553.52,0.31,0.35,558.47
Gujarat,West,Painting,Canvas,168.32,236.55,6.4,Medium,3,566.23,0.58,0.46,599.83
Andhra Pradesh,South,Wooden Toy,Bamboo,422.17,147.4,3.0,Medium,2,708.91,0.63,0.95,786.1
Telangana,South,Metal Craft,Brass,305.8,194.13,3.4,Small,4,695.99,0.64,0.78,725.33
Odisha,East,Painting,Cloth,408.22,323.93,7.2,Medium,2,840.32,0.56,0.75,839.33
Maharashtra,West,Wooden Toy,Bamboo,277.39,225.41,5.6,Small,1,556.23,0.37,0.45,582.8
Rajasthan,West,Painting,Paper,322.21,78.58,2.3,Medium,2,473.86,0.36,0.71,483.42
Andhra Pradesh,South,Painting,Canvas,287.23,621.95,15.7,Medium,4,1332.7,0.62,0.8,1468.79
Karnataka,South,Metal Craft,Bronze,281.59,248.16,5.5,Small,3,871.33,0.98,0.76,943.64
Uttar Pradesh,North,Metal Craft,Bronze,525.92,1047.51,26.4,Large,4,2633.64,0.98,0.37,2846.91
Odisha,East,Pottery,Clay,181.95,961.49,25.6,Large,3,1357.72,0.32,0.4,1412.13
Rajasthan,West,Stone Carving,Marble,142.42,343.57,9.7,Medium,5,807.04,0.82,0.38,830.63
Maharashtra,West,Pottery,Clay,389.41,770.66,17.0,Medium,3,1645.63,0.34,0.69,1605.34
Gujarat,West,Handloom Textile,Cotton,120.72,256.67,4.9,Medium,2,498.95,0.71,0.68,525.5
Assam,Northeast,Stone Carving,Soapstone,620.9,330.89,5.8,Medium,5,1313.2,0.71,0.39,1442.46
Rajasthan,West,Stone Carving,Marble,196.5,395.78,10.5,Small,3,951.41,0.7,0.89,1034.21
Punjab,North,Handloom Textile,Wool,657.34,93.99,2.5,Large,5,1047.53,0.5,0.37,1042.15
Andhra Pradesh,South,Handloom Textile,Silk,933.76,859.88,20.1,Large,4,2921.76,0.99,0.41,3242.15
Karnataka,South,Stone Carving,Marble,111.13,468.54,14.2,Medium,2,761.53,0.4,0.41,778.33
Odisha,East,Stone Carving,Marble,670.56,663.21,17.1,Large,4,1721.38,0.73,0.59,1875.84
